method,mashup_id,num_positives,Recall@5,HitRate@5,NDCG@5,MAP@5,Recall@10,HitRate@10,NDCG@10,MAP@10,seed
SCF-LightGCN+BGE+Popularity,3,6,0.16666666666666666,1.0,0.3391602052736161,0.2,0.16666666666666666,1.0,0.30260241349881345,0.16666666666666666,0
SCF-LightGCN+BGE+Popularity,6,8,0.5,1.0,0.8539316501572937,0.76,0.5,1.0,0.6368547259115425,0.475,0
SCF-LightGCN+BGE+Popularity,8,5,0.4,1.0,0.4703652827859579,0.27999999999999997,0.4,1.0,0.4703652827859579,0.27999999999999997,0
SCF-LightGCN+BGE+Popularity,9,3,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,1.0,1.0,0.7669719408901708,0.5396825396825397,0
SCF-LightGCN+BGE+Popularity,16,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,23,4,0.5,1.0,0.6366824387328317,0.5,0.5,1.0,0.6366824387328317,0.5,0
SCF-LightGCN+BGE+Popularity,25,3,0.6666666666666666,1.0,0.7039180890341347,0.5555555555555555,0.6666666666666666,1.0,0.7039180890341347,0.5555555555555555,0
SCF-LightGCN+BGE+Popularity,27,2,0.5,1.0,0.6131471927654584,0.5,0.5,1.0,0.6131471927654584,0.5,0
SCF-LightGCN+BGE+Popularity,33,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,37,5,0.4,1.0,0.5531464700081437,0.4,0.6,1.0,0.6552438651310554,0.4666666666666667,0
SCF-LightGCN+BGE+Popularity,39,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,47,4,0.25,1.0,0.3903800499921017,0.25,0.25,1.0,0.3903800499921017,0.25,0
SCF-LightGCN+BGE+Popularity,51,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,57,4,0.25,1.0,0.24630238874073,0.125,0.25,1.0,0.24630238874073,0.125,0
SCF-LightGCN+BGE+Popularity,62,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,63,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,64,3,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0.6666666666666666,1.0,0.6364391809889587,0.4444444444444444,0
SCF-LightGCN+BGE+Popularity,71,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,73,2,0.5,1.0,0.6131471927654584,0.5,0.5,1.0,0.6131471927654584,0.5,0
SCF-LightGCN+BGE+Popularity,78,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,93,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,97,5,0.2,1.0,0.3391602052736161,0.2,0.4,1.0,0.4412576003965278,0.24444444444444446,0
SCF-LightGCN+BGE+Popularity,100,2,1.0,1.0,0.8503449055347546,0.7,1.0,1.0,0.8503449055347546,0.7,0
SCF-LightGCN+BGE+Popularity,105,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,106,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,108,3,0.6666666666666666,1.0,0.7653606369886217,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,0.6666666666666666,0
SCF-LightGCN+BGE+Popularity,110,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,113,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,116,2,1.0,1.0,0.9197207891481876,0.8333333333333333,1.0,1.0,0.9197207891481876,0.8333333333333333,0
SCF-LightGCN+BGE+Popularity,123,14,0.14285714285714285,1.0,0.4703652827859579,0.27999999999999997,0.14285714285714285,1.0,0.30523488393970116,0.13999999999999999,0
SCF-LightGCN+BGE+Popularity,127,2,0.5,1.0,0.6131471927654584,0.5,0.5,1.0,0.6131471927654584,0.5,0
SCF-LightGCN+BGE+Popularity,128,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,129,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,132,3,1.0,1.0,0.9674679834891693,0.9166666666666666,1.0,1.0,0.9674679834891693,0.9166666666666666,0
SCF-LightGCN+BGE+Popularity,136,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,139,2,0.5,1.0,0.6131471927654584,0.5,1.0,1.0,0.8315546295836225,0.6666666666666666,0
SCF-LightGCN+BGE+Popularity,142,6,0.16666666666666666,1.0,0.3391602052736161,0.2,0.16666666666666666,1.0,0.30260241349881345,0.16666666666666666,0
SCF-LightGCN+BGE+Popularity,143,6,0.16666666666666666,1.0,0.21398626473452756,0.1,0.3333333333333333,1.0,0.2987100207034456,0.13888888888888887,0
SCF-LightGCN+BGE+Popularity,152,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,154,4,0.25,1.0,0.3903800499921017,0.25,0.25,1.0,0.3903800499921017,0.25,0
SCF-LightGCN+BGE+Popularity,156,6,0.3333333333333333,1.0,0.5087403079104241,0.3333333333333333,0.5,1.0,0.5413753343496284,0.3277777777777778,0
SCF-LightGCN+BGE+Popularity,158,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,162,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,172,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,189,4,0.25,1.0,0.3903800499921017,0.25,0.25,1.0,0.3903800499921017,0.25,0
SCF-LightGCN+BGE+Popularity,197,4,0.5,1.0,0.5855700749881525,0.41666666666666663,0.5,1.0,0.5855700749881525,0.41666666666666663,0
SCF-LightGCN+BGE+Popularity,219,4,0.5,1.0,0.6366824387328317,0.5,0.5,1.0,0.6366824387328317,0.5,0
SCF-LightGCN+BGE+Popularity,221,4,0.25,1.0,0.3903800499921017,0.25,0.25,1.0,0.3903800499921017,0.25,0
SCF-LightGCN+BGE+Popularity,229,3,0.6666666666666666,1.0,0.7653606369886217,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,0.6666666666666666,0
SCF-LightGCN+BGE+Popularity,233,2,0.0,0.0,0.0,0.0,0.5,1.0,0.20438239758848611,0.07142857142857142,0
SCF-LightGCN+BGE+Popularity,241,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,247,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,248,6,0.3333333333333333,1.0,0.5531464700081437,0.4,0.5,1.0,0.5889837127672154,0.3958333333333333,0
SCF-LightGCN+BGE+Popularity,254,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,259,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,268,5,0.2,1.0,0.3391602052736161,0.2,0.2,1.0,0.3391602052736161,0.2,0
SCF-LightGCN+BGE+Popularity,271,3,0.6666666666666666,1.0,0.7039180890341347,0.5555555555555555,1.0,1.0,0.8395700624665824,0.6555555555555556,0
SCF-LightGCN+BGE+Popularity,272,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,274,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,275,4,0.25,1.0,0.19519002499605084,0.08333333333333333,0.5,1.0,0.32531670832675136,0.15476190476190477,0
SCF-LightGCN+BGE+Popularity,276,4,0.25,1.0,0.19519002499605084,0.08333333333333333,0.5,1.0,0.32531670832675136,0.15476190476190477,0
SCF-LightGCN+BGE+Popularity,287,2,0.5,1.0,0.6131471927654584,0.5,0.5,1.0,0.6131471927654584,0.5,0
SCF-LightGCN+BGE+Popularity,290,2,1.0,1.0,0.8772153153380493,0.75,1.0,1.0,0.8772153153380493,0.75,0
SCF-LightGCN+BGE+Popularity,293,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,299,5,0.4,1.0,0.5087403079104241,0.3333333333333333,0.6,1.0,0.6295516106099184,0.4333333333333333,0
SCF-LightGCN+BGE+Popularity,302,3,0.6666666666666666,1.0,0.7653606369886217,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,0.6666666666666666,0
SCF-LightGCN+BGE+Popularity,306,2,0.5,1.0,0.38685280723454163,0.25,1.0,1.0,0.6052602440527057,0.41666666666666663,0
SCF-LightGCN+BGE+Popularity,310,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,312,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,314,3,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0
SCF-LightGCN+BGE+Popularity,316,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,321,4,0.25,1.0,0.3903800499921017,0.25,0.25,1.0,0.3903800499921017,0.25,0
SCF-LightGCN+BGE+Popularity,327,4,0.75,1.0,0.8318724637288826,0.75,1.0,1.0,0.9493885684853097,0.8611111111111112,0
SCF-LightGCN+BGE+Popularity,328,2,1.0,1.0,0.6509209298071326,0.5,1.0,1.0,0.6509209298071326,0.5,0
SCF-LightGCN+BGE+Popularity,331,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,334,2,0.5,1.0,0.6131471927654584,0.5,0.5,1.0,0.6131471927654584,0.5,0
SCF-LightGCN+BGE+Popularity,339,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,340,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,351,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,352,3,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0
SCF-LightGCN+BGE+Popularity,362,4,0.5,1.0,0.6366824387328317,0.5,0.75,1.0,0.7541985434892589,0.5833333333333334,0
SCF-LightGCN+BGE+Popularity,370,2,0.5,1.0,0.6131471927654584,0.5,0.5,1.0,0.6131471927654584,0.5,0
SCF-LightGCN+BGE+Popularity,372,6,0.16666666666666666,1.0,0.16958010263680806,0.06666666666666667,0.3333333333333333,1.0,0.2521686779156779,0.10317460317460318,0
SCF-LightGCN+BGE+Popularity,377,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,378,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,384,2,0.5,1.0,0.6131471927654584,0.5,0.5,1.0,0.6131471927654584,0.5,0
SCF-LightGCN+BGE+Popularity,392,3,0.6666666666666666,1.0,0.7653606369886217,0.6666666666666666,1.0,1.0,0.9325210919548239,0.8333333333333334,0
SCF-LightGCN+BGE+Popularity,394,4,0.75,1.0,0.787702056960637,0.65,0.75,1.0,0.787702056960637,0.65,0
SCF-LightGCN+BGE+Popularity,399,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SCF-LightGCN+BGE+Popularity,401,3,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0
SCF-LightGCN+BGE+Popularity,407,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,427,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,439,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,451,3,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0
SCF-LightGCN+BGE+Popularity,453,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,456,4,0.25,1.0,0.3903800499921017,0.25,0.25,1.0,0.3903800499921017,0.25,0
SCF-LightGCN+BGE+Popularity,459,4,0.5,1.0,0.5855700749881525,0.41666666666666663,0.5,1.0,0.5855700749881525,0.41666666666666663,0
SCF-LightGCN+BGE+Popularity,465,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,480,1,1.0,1.0,0.6309297535714575,0.5,1.0,1.0,0.6309297535714575,0.5,0
SCF-LightGCN+BGE+Popularity,483,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,487,5,0.6,1.0,0.6992148198508501,0.55,0.6,1.0,0.6992148198508501,0.55,0
SCF-LightGCN+BGE+Popularity,488,3,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0
SCF-LightGCN+BGE+Popularity,492,9,0.3333333333333333,1.0,0.7227265726449519,0.6,0.3333333333333333,1.0,0.5008655546918772,0.3333333333333333,0
SCF-LightGCN+BGE+Popularity,494,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SCF-LightGCN+BGE+Popularity,499,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,502,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,507,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,510,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,514,3,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0
SCF-LightGCN+BGE+Popularity,526,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,540,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,542,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,546,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,552,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,554,3,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0
SCF-LightGCN+BGE+Popularity,561,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,563,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,564,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,566,3,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0.6666666666666666,1.0,0.6364391809889587,0.4444444444444444,0
SCF-LightGCN+BGE+Popularity,574,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,585,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,587,3,1.0,1.0,0.9469024295259745,0.8666666666666667,1.0,1.0,0.9469024295259745,0.8666666666666667,0
SCF-LightGCN+BGE+Popularity,589,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,592,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,598,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,601,6,0.16666666666666666,1.0,0.3391602052736161,0.2,0.3333333333333333,1.0,0.39007412760022164,0.19999999999999998,0
SCF-LightGCN+BGE+Popularity,602,2,0.5,1.0,0.38685280723454163,0.25,0.5,1.0,0.38685280723454163,0.25,0
SCF-LightGCN+BGE+Popularity,605,14,0.2857142857142857,1.0,0.8687949224876582,0.8,0.2857142857142857,1.0,0.5637884576902256,0.4,0
SCF-LightGCN+BGE+Popularity,607,13,0.15384615384615385,1.0,0.48522855511632257,0.3,0.23076923076923078,1.0,0.388244052766991,0.19285714285714287,0
SCF-LightGCN+BGE+Popularity,613,3,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0
SCF-LightGCN+BGE+Popularity,623,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,624,15,0.13333333333333333,1.0,0.48522855511632257,0.3,0.2,1.0,0.3932783996463063,0.2,0
SCF-LightGCN+BGE+Popularity,626,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,629,2,1.0,1.0,0.8503449055347546,0.7,1.0,1.0,0.8503449055347546,0.7,0
SCF-LightGCN+BGE+Popularity,630,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,632,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,650,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,656,2,0.5,1.0,0.6131471927654584,0.5,0.5,1.0,0.6131471927654584,0.5,0
SCF-LightGCN+BGE+Popularity,659,2,0.5,1.0,0.6131471927654584,0.5,0.5,1.0,0.6131471927654584,0.5,0
SCF-LightGCN+BGE+Popularity,666,2,0.5,1.0,0.6131471927654584,0.5,0.5,1.0,0.6131471927654584,0.5,0
SCF-LightGCN+BGE+Popularity,675,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,678,3,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0.6666666666666666,1.0,0.6364391809889587,0.4444444444444444,0
SCF-LightGCN+BGE+Popularity,679,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,692,10,0.3,1.0,0.7227265726449519,0.6,0.5,1.0,0.6086182388744239,0.4126984126984127,0
SCF-LightGCN+BGE+Popularity,693,2,0.5,1.0,0.6131471927654584,0.5,0.5,1.0,0.6131471927654584,0.5,0
SCF-LightGCN+BGE+Popularity,697,1,1.0,1.0,0.6309297535714575,0.5,1.0,1.0,0.6309297535714575,0.5,0
SCF-LightGCN+BGE+Popularity,698,5,0.6,1.0,0.6992148198508501,0.55,0.6,1.0,0.6992148198508501,0.55,0
SCF-LightGCN+BGE+Popularity,699,2,0.5,1.0,0.6131471927654584,0.5,0.5,1.0,0.6131471927654584,0.5,0
SCF-LightGCN+BGE+Popularity,700,2,0.5,1.0,0.6131471927654584,0.5,0.5,1.0,0.6131471927654584,0.5,0
SCF-LightGCN+BGE+Popularity,704,9,0.1111111111111111,1.0,0.3391602052736161,0.2,0.1111111111111111,1.0,0.23504554941448536,0.1111111111111111,0
SCF-LightGCN+BGE+Popularity,706,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,716,3,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0.6666666666666666,1.0,0.6257049680303419,0.42857142857142855,0
SCF-LightGCN+BGE+Popularity,718,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,729,1,1.0,1.0,0.6309297535714575,0.5,1.0,1.0,0.6309297535714575,0.5,0
SCF-LightGCN+BGE+Popularity,731,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,737,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,747,1,1.0,1.0,0.6309297535714575,0.5,1.0,1.0,0.6309297535714575,0.5,0
SCF-LightGCN+BGE+Popularity,752,2,0.5,1.0,0.6131471927654584,0.5,0.5,1.0,0.6131471927654584,0.5,0
SCF-LightGCN+BGE+Popularity,754,4,0.25,1.0,0.3903800499921017,0.25,0.25,1.0,0.3903800499921017,0.25,0
SCF-LightGCN+BGE+Popularity,757,4,0.75,1.0,0.8318724637288826,0.75,0.75,1.0,0.8318724637288826,0.75,0
SCF-LightGCN+BGE+Popularity,759,3,0.6666666666666666,1.0,0.7653606369886217,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,0.6666666666666666,0
SCF-LightGCN+BGE+Popularity,762,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,770,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,771,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,772,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,775,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,777,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,780,2,0.5,1.0,0.6131471927654584,0.5,0.5,1.0,0.6131471927654584,0.5,0
SCF-LightGCN+BGE+Popularity,781,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,782,4,0.25,1.0,0.3903800499921017,0.25,0.25,1.0,0.3903800499921017,0.25,0
SCF-LightGCN+BGE+Popularity,788,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,793,3,0.3333333333333333,1.0,0.2960819109658652,0.16666666666666666,0.3333333333333333,1.0,0.2960819109658652,0.16666666666666666,0
SCF-LightGCN+BGE+Popularity,795,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,803,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,810,5,0.8,1.0,0.8539316501572937,0.76,0.8,1.0,0.8539316501572937,0.76,0
SCF-LightGCN+BGE+Popularity,811,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,813,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,821,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,822,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,825,3,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0
SCF-LightGCN+BGE+Popularity,831,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,833,11,0.09090909090909091,1.0,0.3391602052736161,0.2,0.09090909090909091,1.0,0.22009176629808017,0.1,0
SCF-LightGCN+BGE+Popularity,834,5,0.6,1.0,0.6843515475204855,0.52,0.6,1.0,0.6843515475204855,0.52,0
SCF-LightGCN+BGE+Popularity,837,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,840,4,0.5,1.0,0.6366824387328317,0.5,0.5,1.0,0.6366824387328317,0.5,0
SCF-LightGCN+BGE+Popularity,842,4,0.5,1.0,0.6366824387328317,0.5,0.5,1.0,0.6366824387328317,0.5,0
SCF-LightGCN+BGE+Popularity,845,18,0.2222222222222222,1.0,0.830419897363192,0.71,0.2777777777777778,1.0,0.6083169141195838,0.4175,0
SCF-LightGCN+BGE+Popularity,852,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,856,5,0.2,1.0,0.3391602052736161,0.2,0.4,1.0,0.44615333764087994,0.25,0
SCF-LightGCN+BGE+Popularity,858,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,863,3,0.6666666666666666,1.0,0.6713860725233041,0.5,0.6666666666666666,1.0,0.6713860725233041,0.5,0
SCF-LightGCN+BGE+Popularity,867,6,0.16666666666666666,1.0,0.3391602052736161,0.2,0.16666666666666666,1.0,0.30260241349881345,0.16666666666666666,0
SCF-LightGCN+BGE+Popularity,869,4,0.75,1.0,0.787702056960637,0.65,0.75,1.0,0.787702056960637,0.65,0
SCF-LightGCN+BGE+Popularity,875,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,879,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,883,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,886,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,893,3,0.3333333333333333,1.0,0.46927872602275644,0.3333333333333333,0.6666666666666666,1.0,0.6049306994552042,0.39999999999999997,0
SCF-LightGCN+BGE+Popularity,896,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,901,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,904,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,905,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,908,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,920,3,1.0,1.0,0.9674679834891693,0.9166666666666666,1.0,1.0,0.9674679834891693,0.9166666666666666,0
SCF-LightGCN+BGE+Popularity,928,6,0.3333333333333333,1.0,0.4703652827859579,0.27999999999999997,0.3333333333333333,1.0,0.41966500663677697,0.2333333333333333,0
SCF-LightGCN+BGE+Popularity,931,2,0.5,1.0,0.6131471927654584,0.5,0.5,1.0,0.6131471927654584,0.5,0
SCF-LightGCN+BGE+Popularity,955,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,958,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,959,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,961,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
SCF-LightGCN+BGE+Popularity,962,2,0.5,1.0,0.6131471927654584,0.5,0.5,1.0,0.6131471927654584,0.5,0
